web-scraper-order,web-scraper-start-url,containers_url,containers_url-href,superficie,prix,adresse,image_url,image_url-href
"1750591505-3172","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 400 m² - Saly Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-400-m-saly-mbour-3550999","400 m2","20 000 000 CFA","Terrain 400 m² - Saly Mbour","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrain-400-m2-saly-center-3996140"
"1750591507-3173","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrain - Cité Tago","https://sn.coinafrique.com/annonce/terrains/vente-terrain-cite-tago-3551732","150 m2","16 000 000 CFA","Vente terrain - Cité Tago","",""
"1750591510-3174","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 170 m² - Nord Foire","https://sn.coinafrique.com/annonce/terrains/terrain-170-m-nord-foire-3552104","170 m2","85 000 000 CFA","Terrain 170 m² - Nord Foire","",""
"1750591512-3175","https://sn.coinafrique.com/categorie/terrains?page=82","Terrains 225 m2 - Sindia","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-sindia-3552233","","2 500 000 CFA","Terrains 225 m2 - Sindia","favorite_border 
      
    
            
              
              
            
            
              
               3 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-225-m2-sindia-3552233"
"1750591515-3176","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrain 150m²  - Cité des enseignants Rufisque sortie...","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-cite-des-enseignants-rufisque-sortie-9-3538454","150","17 000 000 CFA","Vente terrain 150m²  - Cité des enseignants Rufisque sortie 9","",""
"1750591517-3177","https://sn.coinafrique.com/categorie/terrains?page=82","Vente Terrain  150 m2","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150-m2-3552357","150 m2","2 500 000 CFA","Vente Terrain  150 m2","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m-thies-3764499"
"1750591520-3178","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrain 200m2  - Sicap Keur Massar","https://sn.coinafrique.com/annonce/terrains/vente-terrain-200m2-sicap-keur-massar-3542973","200","16 000 000 CFA","Vente terrain 200m2  - Sicap Keur Massar","",""
"1750591522-3179","https://sn.coinafrique.com/categorie/terrains?page=82","Terrains jumelés 150 m2 - Lac Rose","https://sn.coinafrique.com/annonce/terrains/terrains-jumeles-150-m2-lac-rose-3552950","150 m2","3 000 000 CFA","Terrains jumelés 150 m2 - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/terrains-150-m-rufisque-3086248"
"1750591525-3180","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 3000 m² - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-3000-m-ndiass-3553102","3000","Prix sur demande","Terrain 3000 m² - Ndiass","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-diass-1661122"
"1750591529-3181","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 8 ha - Toubab Dialao","https://sn.coinafrique.com/annonce/terrains/terrain-8-ha-toubab-dialao-3553137","80000","Prix sur demande","Terrain 8 ha - Toubab Dialao","",""
"1750591531-3182","https://sn.coinafrique.com/categorie/terrains?page=82","Terrains 160 m2 - Yoff","https://sn.coinafrique.com/annonce/terrains/terrains-160-m2-yoff-3554016","160","68 000 000 CFA","Terrains 160 m2 - Yoff","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-400-m2-cite-djily-mbaye-2194219"
"1750591535-3183","https://sn.coinafrique.com/categorie/terrains?page=82","Vente terrains 150 m2 - Lac Rose","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-lac-rose-3554274","150","7 000 000 CFA","Vente terrains 150 m2 - Lac Rose","favorite_border 
      
    
            
              
              
            
            
              
               1 
               année","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-lac-rose-4501126"
"1750591537-3184","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 140 m2 - Zac Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-140-m2-zac-mbao-3554353","140 m2","17 000 000 CFA","Terrain 140 m2 - Zac Mbao","",""
"1750591540-3185","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain - Ouakam Cité Mbakiou Faye","https://sn.coinafrique.com/annonce/terrains/terrain-ouakam-cite-mbakiou-faye-3554625","","Prix sur demande","Terrain - Ouakam Cité Mbakiou Faye","",""
"1750591542-3186","https://sn.coinafrique.com/categorie/terrains?page=82","Vente Terrain 150m2 - Keur Massar","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m2-keur-massar-3555520","150","Prix sur demande","Vente Terrain 150m2 - Keur Massar","favorite_border 
      
    
            
              
              
            
            
              
               6 
               mois","https://sn.coinafrique.com/annonce/terrains/terrains-150m-keur-massar-5068614"
"1750591545-3187","https://sn.coinafrique.com/categorie/terrains?page=82","Vente Terrain - Thiès","https://sn.coinafrique.com/annonce/terrains/vente-terrain-thies-3555584","190 m2","1 500 000 CFA","Vente Terrain - Thiès","favorite_border 
      
    
            
              
              
            
            
              
               1 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-150m-ndiakhirate-5308306"
"1750591548-3188","https://sn.coinafrique.com/categorie/terrains?page=82","Vente Terrain 300m2  - Mbour","https://sn.coinafrique.com/annonce/terrains/vente-terrain-300m2-mbour-3555735","300","4 500 000 CFA","Vente Terrain 300m2  - Mbour","favorite_border 
      
    
            
              
              
            
            
              
               2 
               années","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-sindia-4179625"
"1750591550-3189","https://sn.coinafrique.com/categorie/terrains?page=82","Vente Terrain 150m2 - Cité Apix Tivaoune","https://sn.coinafrique.com/annonce/terrains/vente-terrain-150m2-cite-apix-tivaoune-3555754","150 m2","Prix sur demande","Vente Terrain 150m2 - Cité Apix Tivaoune","",""
"1750591553-3190","https://sn.coinafrique.com/categorie/terrains?page=82","Terrain 150 m² - Diass","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-diass-3556055","150 m2","1 000 000 CFA","Terrain 150 m² - Diass","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-dakar-1971004"
"1750591555-3191","https://sn.coinafrique.com/categorie/terrains?page=82","Vente Terrain 10 Ha - Pointe Sarène Mbour","https://sn.coinafrique.com/annonce/terrains/vente-terrain-10-ha-pointe-sarene-mbour-3556269","100000 m2","Prix sur demande","Vente Terrain 10 Ha - Pointe Sarène Mbour","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-100000-mbour-2728646"
"1750591558-3192","https://sn.coinafrique.com/categorie/terrains?page=82","Vente Terrain 285m2  - Rufisque","https://sn.coinafrique.com/annonce/terrains/vente-terrain-285m2-rufisque-3556704","285","67 000 000 CFA","Vente Terrain 285m2  - Rufisque","",""
"1750591567-3193","https://sn.coinafrique.com/categorie/terrains?page=81","Vente Terrain - Gandigal Thiès","https://sn.coinafrique.com/annonce/terrains/vente-terrain-gandigal-thies-3556746","","3 500 000 CFA","Vente Terrain - Gandigal Thiès","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrain-karitas-2544554"
"1750591570-3194","https://sn.coinafrique.com/categorie/terrains?page=81","Terrain 300 m² - Mbour","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-mbour-3558089","300","2 000 000 CFA","Terrain 300 m² - Mbour","favorite_border 
      
    
            
              
              
            
            
              
               2 
               mois","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-malicounda-5253807"
"1750591573-3195","https://sn.coinafrique.com/categorie/terrains?page=81","Vente Villa à démolir 150 m² - Cité Elisabeth","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-150-m-cite-elisabeth-3558257","158 m2","67 000 000 CFA","Vente Villa à démolir 150 m² - Cité Elisabeth","",""
"1750591575-3196","https://sn.coinafrique.com/categorie/terrains?page=81","Vente Terrain 180 m² - Sicap Liberté","https://sn.coinafrique.com/annonce/terrains/vente-terrain-180-m-sicap-liberte-3518725","180","85 000 000 CFA","Vente Terrain 180 m² - Sicap Liberté","favorite_border 
      
    
            
              
              
            
            
              
               5 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-180-sicap-liberte-1192137"
"1750591578-3197","https://sn.coinafrique.com/categorie/terrains?page=81","Vente Terrain 140 m² - Ouakam","https://sn.coinafrique.com/annonce/terrains/vente-terrain-140-m-ouakam-3518735","140","35 000 000 CFA","Vente Terrain 140 m² - Ouakam","",""
"1750591581-3198","https://sn.coinafrique.com/categorie/terrains?page=81","Terrains 1342 m2  - Somone","https://sn.coinafrique.com/annonce/terrains/terrains-1342-m2-somone-3558548","1342 m2","185 000 000 CFA","Terrains 1342 m2  - Somone","",""
"1750591583-3199","https://sn.coinafrique.com/categorie/terrains?page=81","Terrains 10000 m2 - Saint Louis","https://sn.coinafrique.com/annonce/terrains/terrains-10000-m2-saint-louis-3558870","10000","10 000 000 CFA","Terrains 10000 m2 - Saint Louis","",""
"1750591586-3200","https://sn.coinafrique.com/categorie/terrains?page=81","Terrains 150 m2 - Dakar","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-dakar-3559059","150","Prix sur demande","Terrains 150 m2 - Dakar","favorite_border 
      
    
            
              
              
            
            
              
               19 
               jours","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-a-apix-5358028"
"1750591589-3201","https://sn.coinafrique.com/categorie/terrains?page=81","Terrains 150 m2 - Dakar","https://sn.coinafrique.com/annonce/terrains/terrains-150-m2-dakar-3559099","150","15 000 000 CFA","Terrains 150 m2 - Dakar","favorite_border 
      
    
            
              
              
            
            
              
               19 
               jours","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-a-apix-5358028"
"1750591591-3202","https://sn.coinafrique.com/categorie/terrains?page=81","Terrain - Zac Mbao","https://sn.coinafrique.com/annonce/terrains/terrain-zac-mbao-3559318","180 m2","15 000 000 CFA","Terrain - Zac Mbao","favorite_border 
      
    
            
              
              
            
            
              
               3 
               mois","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mbao-5161590"
"1750591594-3203","https://sn.coinafrique.com/categorie/terrains?page=81","Terrains 994 m2 - Ngaparou","https://sn.coinafrique.com/annonce/terrains/terrains-994-m2-ngaparou-3559662","994","60 000 000 CFA","Terrains 994 m2 - Ngaparou","",""
"1750591597-3204","https://sn.coinafrique.com/categorie/terrains?page=81","Terrain 1200 m² - Saly Ngagnakhal","https://sn.coinafrique.com/annonce/terrains/terrain-1200-m-saly-ngagnakhal-3560364","1200 m2","69 000 000 CFA","Terrain 1200 m² - Saly Ngagnakhal","",""
"1750591600-3205","https://sn.coinafrique.com/categorie/terrains?page=81","Terrain - Diass","https://sn.coinafrique.com/annonce/terrains/terrain-diass-3560768","300 m2","Prix sur demande","Terrain - Diass","favorite_border 
      
    
            
              
              
            
            
              
               4 
               années","https://sn.coinafrique.com/annonce/terrains/vente-terrains-a-diass-2863173"
"1750591602-3206","https://sn.coinafrique.com/categorie/terrains?page=81","Terrain 477 m² - Ouakam Comico","https://sn.coinafrique.com/annonce/terrains/terrain-477-m-ouakam-comico-3560928","477 m2","150 000 000 CFA","Terrain 477 m² - Ouakam Comico","",""
